Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear
"89775","1998-10-05","Monday, October 5, 1998","Oct 5, 1998","Monday","Mon","October","Oct","278","41","89775","89781","1","10","89771","89801","31","5","4","89771","90001","92","5","1998","88871","90001","365"
"89776","1998-10-06","Tuesday, October 6, 1998","Oct 6, 1998","Tuesday","Tue","October","Oct","279","41","89775","89781","2","10","89771","89801","31","6","4","89771","90001","92","6","1998","88871","90001","365"
"89777","1998-10-07","Wednesday, October 7, 1998","Oct 7, 1998","Wednesday","Wed","October","Oct","280","41","89775","89781","3","10","89771","89801","31","7","4","89771","90001","92","7","1998","88871","90001","365"
"89778","1998-10-08","Thursday, October 8, 1998","Oct 8, 1998","Thursday","Thu","October","Oct","281","41","89775","89781","4","10","89771","89801","31","8","4","89771","90001","92","8","1998","88871","90001","365"
"89779","1998-10-09","Friday, October 9, 1998","Oct 9, 1998","Friday","Fri","October","Oct","282","41","89775","89781","5","10","89771","89801","31","9","4","89771","90001","92","9","1998","88871","90001","365"
"89780","1998-10-10","Saturday, October 10, 1998","Oct 10, 1998","Saturday","Sat","October","Oct","283","41","89775","89781","6","10","89771","89801","31","10","4","89771","90001","92","10","1998","88871","90001","365"
"89781","1998-10-11","Sunday, October 11, 1998","Oct 11, 1998","Sunday","Sun","October","Oct","284","41","89775","89781","7","10","89771","89801","31","11","4","89771","90001","92","11","1998","88871","90001","365"
"89782","1998-10-12","Monday, October 12, 1998","Oct 12, 1998","Monday","Mon","October","Oct","285","42","89782","89788","1","10","89771","89801","31","12","4","89771","90001","92","12","1998","88871","90001","365"
"89783","1998-10-13","Tuesday, October 13, 1998","Oct 13, 1998","Tuesday","Tue","October","Oct","286","42","89782","89788","2","10","89771","89801","31","13","4","89771","90001","92","13","1998","88871","90001","365"
"89784","1998-10-14","Wednesday, October 14, 1998","Oct 14, 1998","Wednesday","Wed","October","Oct","287","42","89782","89788","3","10","89771","89801","31","14","4","89771","90001","92","14","1998","88871","90001","365"
"89785","1998-10-15","Thursday, October 15, 1998","Oct 15, 1998","Thursday","Thu","October","Oct","288","42","89782","89788","4","10","89771","89801","31","15","4","89771","90001","92","15","1998","88871","90001","365"
"89786","1998-10-16","Friday, October 16, 1998","Oct 16, 1998","Friday","Fri","October","Oct","289","42","89782","89788","5","10","89771","89801","31","16","4","89771","90001","92","16","1998","88871","90001","365"
"89787","1998-10-17","Saturday, October 17, 1998","Oct 17, 1998","Saturday","Sat","October","Oct","290","42","89782","89788","6","10","89771","89801","31","17","4","89771","90001","92","17","1998","88871","90001","365"
"89788","1998-10-18","Sunday, October 18, 1998","Oct 18, 1998","Sunday","Sun","October","Oct","291","42","89782","89788","7","10","89771","89801","31","18","4","89771","90001","92","18","1998","88871","90001","365"
"89789","1998-10-19","Monday, October 19, 1998","Oct 19, 1998","Monday","Mon","October","Oct","292","43","89789","89795","1","10","89771","89801","31","19","4","89771","90001","92","19","1998","88871","90001","365"
"89790","1998-10-20","Tuesday, October 20, 1998","Oct 20, 1998","Tuesday","Tue","October","Oct","293","43","89789","89795","2","10","89771","89801","31","20","4","89771","90001","92","20","1998","88871","90001","365"
"89791","1998-10-21","Wednesday, October 21, 1998","Oct 21, 1998","Wednesday","Wed","October","Oct","294","43","89789","89795","3","10","89771","89801","31","21","4","89771","90001","92","21","1998","88871","90001","365"
"89792","1998-10-22","Thursday, October 22, 1998","Oct 22, 1998","Thursday","Thu","October","Oct","295","43","89789","89795","4","10","89771","89801","31","22","4","89771","90001","92","22","1998","88871","90001","365"
"89793","1998-10-23","Friday, October 23, 1998","Oct 23, 1998","Friday","Fri","October","Oct","296","43","89789","89795","5","10","89771","89801","31","23","4","89771","90001","92","23","1998","88871","90001","365"
"89794","1998-10-24","Saturday, October 24, 1998","Oct 24, 1998","Saturday","Sat","October","Oct","297","43","89789","89795","6","10","89771","89801","31","24","4","89771","90001","92","24","1998","88871","90001","365"
"89795","1998-10-25","Sunday, October 25, 1998","Oct 25, 1998","Sunday","Sun","October","Oct","298","43","89789","89795","7","10","89771","89801","31","25","4","89771","90001","92","25","1998","88871","90001","365"
"89796","1998-10-26","Monday, October 26, 1998","Oct 26, 1998","Monday","Mon","October","Oct","299","44","89796","89871","1","10","89771","89801","31","26","4","89771","90001","92","26","1998","88871","90001","365"
"89797","1998-10-27","Tuesday, October 27, 1998","Oct 27, 1998","Tuesday","Tue","October","Oct","300","44","89796","89871","2","10","89771","89801","31","27","4","89771","90001","92","27","1998","88871","90001","365"
"89798","1998-10-28","Wednesday, October 28, 1998","Oct 28, 1998","Wednesday","Wed","October","Oct","301","44","89796","89871","3","10","89771","89801","31","28","4","89771","90001","92","28","1998","88871","90001","365"
"89799","1998-10-29","Thursday, October 29, 1998","Oct 29, 1998","Thursday","Thu","October","Oct","302","44","89796","89871","4","10","89771","89801","31","29","4","89771","90001","92","29","1998","88871","90001","365"
"89800","1998-10-30","Friday, October 30, 1998","Oct 30, 1998","Friday","Fri","October","Oct","303","44","89796","89871","5","10","89771","89801","31","30","4","89771","90001","92","30","1998","88871","90001","365"
"89801","1998-10-31","Saturday, October 31, 1998","Oct 31, 1998","Saturday","Sat","October","Oct","304","44","89796","89871","6","10","89771","89801","31","31","4","89771","90001","92","31","1998","88871","90001","365"
"89871","1998-11-01","Sunday, November 1, 1998","Nov 1, 1998","Sunday","Sun","November","Nov","305","44","89796","89871","7","11","89871","89900","30","1","4","89771","90001","92","32","1998","88871","90001","365"
"89872","1998-11-02","Monday, November 2, 1998","Nov 2, 1998","Monday","Mon","November","Nov","306","45","89872","89878","1","11","89871","89900","30","2","4","89771","90001","92","33","1998","88871","90001","365"
"89873","1998-11-03","Tuesday, November 3, 1998","Nov 3, 1998","Tuesday","Tue","November","Nov","307","45","89872","89878","2","11","89871","89900","30","3","4","89771","90001","92","34","1998","88871","90001","365"
"89874","1998-11-04","Wednesday, November 4, 1998","Nov 4, 1998","Wednesday","Wed","November","Nov","308","45","89872","89878","3","11","89871","89900","30","4","4","89771","90001","92","35","1998","88871","90001","365"
"89875","1998-11-05","Thursday, November 5, 1998","Nov 5, 1998","Thursday","Thu","November","Nov","309","45","89872","89878","4","11","89871","89900","30","5","4","89771","90001","92","36","1998","88871","90001","365"
"89876","1998-11-06","Friday, November 6, 1998","Nov 6, 1998","Friday","Fri","November","Nov","310","45","89872","89878","5","11","89871","89900","30","6","4","89771","90001","92","37","1998","88871","90001","365"
"89877","1998-11-07","Saturday, November 7, 1998","Nov 7, 1998","Saturday","Sat","November","Nov","311","45","89872","89878","6","11","89871","89900","30","7","4","89771","90001","92","38","1998","88871","90001","365"
"89878","1998-11-08","Sunday, November 8, 1998","Nov 8, 1998","Sunday","Sun","November","Nov","312","45","89872","89878","7","11","89871","89900","30","8","4","89771","90001","92","39","1998","88871","90001","365"
"89879","1998-11-09","Monday, November 9, 1998","Nov 9, 1998","Monday","Mon","November","Nov","313","46","89879","89885","1","11","89871","89900","30","9","4","89771","90001","92","40","1998","88871","90001","365"
"89880","1998-11-10","Tuesday, November 10, 1998","Nov 10, 1998","Tuesday","Tue","November","Nov","314","46","89879","89885","2","11","89871","89900","30","10","4","89771","90001","92","41","1998","88871","90001","365"
"89881","1998-11-11","Wednesday, November 11, 1998","Nov 11, 1998","Wednesday","Wed","November","Nov","315","46","89879","89885","3","11","89871","89900","30","11","4","89771","90001","92","42","1998","88871","90001","365"
"89882","1998-11-12","Thursday, November 12, 1998","Nov 12, 1998","Thursday","Thu","November","Nov","316","46","89879","89885","4","11","89871","89900","30","12","4","89771","90001","92","43","1998","88871","90001","365"
"89883","1998-11-13","Friday, November 13, 1998","Nov 13, 1998","Friday","Fri","November","Nov","317","46","89879","89885","5","11","89871","89900","30","13","4","89771","90001","92","44","1998","88871","90001","365"
"89884","1998-11-14","Saturday, November 14, 1998","Nov 14, 1998","Saturday","Sat","November","Nov","318","46","89879","89885","6","11","89871","89900","30","14","4","89771","90001","92","45","1998","88871","90001","365"
"89885","1998-11-15","Sunday, November 15, 1998","Nov 15, 1998","Sunday","Sun","November","Nov","319","46","89879","89885","7","11","89871","89900","30","15","4","89771","90001","92","46","1998","88871","90001","365"
"89886","1998-11-16","Monday, November 16, 1998","Nov 16, 1998","Monday","Mon","November","Nov","320","47","89886","89892","1","11","89871","89900","30","16","4","89771","90001","92","47","1998","88871","90001","365"
"89887","1998-11-17","Tuesday, November 17, 1998","Nov 17, 1998","Tuesday","Tue","November","Nov","321","47","89886","89892","2","11","89871","89900","30","17","4","89771","90001","92","48","1998","88871","90001","365"
"89888","1998-11-18","Wednesday, November 18, 1998","Nov 18, 1998","Wednesday","Wed","November","Nov","322","47","89886","89892","3","11","89871","89900","30","18","4","89771","90001","92","49","1998","88871","90001","365"
"89889","1998-11-19","Thursday, November 19, 1998","Nov 19, 1998","Thursday","Thu","November","Nov","323","47","89886","89892","4","11","89871","89900","30","19","4","89771","90001","92","50","1998","88871","90001","365"
"89890","1998-11-20","Friday, November 20, 1998","Nov 20, 1998","Friday","Fri","November","Nov","324","47","89886","89892","5","11","89871","89900","30","20","4","89771","90001","92","51","1998","88871","90001","365"
"89891","1998-11-21","Saturday, November 21, 1998","Nov 21, 1998","Saturday","Sat","November","Nov","325","47","89886","89892","6","11","89871","89900","30","21","4","89771","90001","92","52","1998","88871","90001","365"
"89892","1998-11-22","Sunday, November 22, 1998","Nov 22, 1998","Sunday","Sun","November","Nov","326","47","89886","89892","7","11","89871","89900","30","22","4","89771","90001","92","53","1998","88871","90001","365"
"89893","1998-11-23","Monday, November 23, 1998","Nov 23, 1998","Monday","Mon","November","Nov","327","48","89893","89899","1","11","89871","89900","30","23","4","89771","90001","92","54","1998","88871","90001","365"
"89894","1998-11-24","Tuesday, November 24, 1998","Nov 24, 1998","Tuesday","Tue","November","Nov","328","48","89893","89899","2","11","89871","89900","30","24","4","89771","90001","92","55","1998","88871","90001","365"
"89895","1998-11-25","Wednesday, November 25, 1998","Nov 25, 1998","Wednesday","Wed","November","Nov","329","48","89893","89899","3","11","89871","89900","30","25","4","89771","90001","92","56","1998","88871","90001","365"
"89896","1998-11-26","Thursday, November 26, 1998","Nov 26, 1998","Thursday","Thu","November","Nov","330","48","89893","89899","4","11","89871","89900","30","26","4","89771","90001","92","57","1998","88871","90001","365"
"89897","1998-11-27","Friday, November 27, 1998","Nov 27, 1998","Friday","Fri","November","Nov","331","48","89893","89899","5","11","89871","89900","30","27","4","89771","90001","92","58","1998","88871","90001","365"
"89898","1998-11-28","Saturday, November 28, 1998","Nov 28, 1998","Saturday","Sat","November","Nov","332","48","89893","89899","6","11","89871","89900","30","28","4","89771","90001","92","59","1998","88871","90001","365"
"89899","1998-11-29","Sunday, November 29, 1998","Nov 29, 1998","Sunday","Sun","November","Nov","333","48","89893","89899","7","11","89871","89900","30","29","4","89771","90001","92","60","1998","88871","90001","365"
"89900","1998-11-30","Monday, November 30, 1998","Nov 30, 1998","Monday","Mon","November","Nov","334","49","89900","89976","1","11","89871","89900","30","30","4","89771","90001","92","61","1998","88871","90001","365"
"89971","1998-12-01","Tuesday, December 1, 1998","Dec 1, 1998","Tuesday","Tue","December","Dec","335","49","89900","89976","2","12","89971","90001","31","1","4","89771","90001","92","62","1998","88871","90001","365"
"89972","1998-12-02","Wednesday, December 2, 1998","Dec 2, 1998","Wednesday","Wed","December","Dec","336","49","89900","89976","3","12","89971","90001","31","2","4","89771","90001","92","63","1998","88871","90001","365"
"89973","1998-12-03","Thursday, December 3, 1998","Dec 3, 1998","Thursday","Thu","December","Dec","337","49","89900","89976","4","12","89971","90001","31","3","4","89771","90001","92","64","1998","88871","90001","365"
"89974","1998-12-04","Friday, December 4, 1998","Dec 4, 1998","Friday","Fri","December","Dec","338","49","89900","89976","5","12","89971","90001","31","4","4","89771","90001","92","65","1998","88871","90001","365"
"89975","1998-12-05","Saturday, December 5, 1998","Dec 5, 1998","Saturday","Sat","December","Dec","339","49","89900","89976","6","12","89971","90001","31","5","4","89771","90001","92","66","1998","88871","90001","365"
"89976","1998-12-06","Sunday, December 6, 1998","Dec 6, 1998","Sunday","Sun","December","Dec","340","49","89900","89976","7","12","89971","90001","31","6","4","89771","90001","92","67","1998","88871","90001","365"
"89977","1998-12-07","Monday, December 7, 1998","Dec 7, 1998","Monday","Mon","December","Dec","341","50","89977","89983","1","12","89971","90001","31","7","4","89771","90001","92","68","1998","88871","90001","365"
"89978","1998-12-08","Tuesday, December 8, 1998","Dec 8, 1998","Tuesday","Tue","December","Dec","342","50","89977","89983","2","12","89971","90001","31","8","4","89771","90001","92","69","1998","88871","90001","365"
"89979","1998-12-09","Wednesday, December 9, 1998","Dec 9, 1998","Wednesday","Wed","December","Dec","343","50","89977","89983","3","12","89971","90001","31","9","4","89771","90001","92","70","1998","88871","90001","365"
"89980","1998-12-10","Thursday, December 10, 1998","Dec 10, 1998","Thursday","Thu","December","Dec","344","50","89977","89983","4","12","89971","90001","31","10","4","89771","90001","92","71","1998","88871","90001","365"
"89981","1998-12-11","Friday, December 11, 1998","Dec 11, 1998","Friday","Fri","December","Dec","345","50","89977","89983","5","12","89971","90001","31","11","4","89771","90001","92","72","1998","88871","90001","365"
"89982","1998-12-12","Saturday, December 12, 1998","Dec 12, 1998","Saturday","Sat","December","Dec","346","50","89977","89983","6","12","89971","90001","31","12","4","89771","90001","92","73","1998","88871","90001","365"
